,date,city,newDeaths,deaths,newCases,totalCases
1642785,2021-02-28,Pindamonhangaba/SP,0,109,9,5761
1648381,2021-03-01,Pindamonhangaba/SP,0,109,11,5772
1653977,2021-03-02,Pindamonhangaba/SP,0,109,29,5801
1659573,2021-03-03,Pindamonhangaba/SP,3,112,33,5834
1665169,2021-03-04,Pindamonhangaba/SP,2,114,39,5873
1670765,2021-03-05,Pindamonhangaba/SP,10,124,55,5928
1676361,2021-03-06,Pindamonhangaba/SP,0,124,41,5969
1681957,2021-03-07,Pindamonhangaba/SP,0,124,24,5993
1687553,2021-03-08,Pindamonhangaba/SP,0,124,18,6011
1693149,2021-03-09,Pindamonhangaba/SP,2,126,30,6041
1698745,2021-03-10,Pindamonhangaba/SP,1,127,37,6078
1704341,2021-03-11,Pindamonhangaba/SP,3,130,43,6121
1709937,2021-03-12,Pindamonhangaba/SP,6,136,76,6197
1715533,2021-03-13,Pindamonhangaba/SP,0,136,56,6253
1721129,2021-03-14,Pindamonhangaba/SP,0,136,19,6272
1726725,2021-03-15,Pindamonhangaba/SP,0,136,13,6285
1732321,2021-03-16,Pindamonhangaba/SP,1,137,55,6340
1737917,2021-03-17,Pindamonhangaba/SP,0,137,58,6398
1743513,2021-03-18,Pindamonhangaba/SP,0,137,36,6434
1749109,2021-03-19,Pindamonhangaba/SP,0,137,20,6454
1754705,2021-03-20,Pindamonhangaba/SP,0,137,31,6485
1760301,2021-03-21,Pindamonhangaba/SP,0,137,27,6512
1765897,2021-03-22,Pindamonhangaba/SP,0,137,14,6526
1771493,2021-03-23,Pindamonhangaba/SP,0,137,29,6555
1777089,2021-03-24,Pindamonhangaba/SP,0,137,56,6611
1782685,2021-03-25,Pindamonhangaba/SP,0,137,29,6640
1788281,2021-03-26,Pindamonhangaba/SP,0,137,59,6699
1793877,2021-03-27,Pindamonhangaba/SP,0,137,58,6757
1799473,2021-03-28,Pindamonhangaba/SP,0,137,30,6787
1805069,2021-03-29,Pindamonhangaba/SP,0,137,40,6827
1810665,2021-03-30,Pindamonhangaba/SP,1,138,61,6888
1816261,2021-03-31,Pindamonhangaba/SP,0,138,70,6958
1821857,2021-04-01,Pindamonhangaba/SP,0,138,79,7037
1827453,2021-04-02,Pindamonhangaba/SP,0,138,47,7084
1833049,2021-04-03,Pindamonhangaba/SP,0,138,18,7102
1838646,2021-04-04,Pindamonhangaba/SP,0,138,28,7130
1844243,2021-04-05,Pindamonhangaba/SP,0,138,30,7160
1849840,2021-04-06,Pindamonhangaba/SP,0,138,0,7160
385,2020-03-18,São José dos Campos/SP,0,0,1,1
472,2020-03-19,São José dos Campos/SP,0,0,0,1
591,2020-03-20,São José dos Campos/SP,0,0,0,1
733,2020-03-21,São José dos Campos/SP,0,0,0,1
890,2020-03-22,São José dos Campos/SP,0,0,0,1
1071,2020-03-23,São José dos Campos/SP,0,0,0,1
1269,2020-03-24,São José dos Campos/SP,0,0,0,1
1496,2020-03-25,São José dos Campos/SP,0,0,1,2
1750,2020-03-26,São José dos Campos/SP,0,0,0,2
2032,2020-03-27,São José dos Campos/SP,0,0,2,4
2342,2020-03-28,São José dos Campos/SP,0,0,0,4
2680,2020-03-29,São José dos Campos/SP,0,0,0,4
3052,2020-03-30,São José dos Campos/SP,0,0,1,5
3467,2020-03-31,São José dos Campos/SP,0,0,4,9
3921,2020-04-01,São José dos Campos/SP,0,0,3,12
4421,2020-04-02,São José dos Campos/SP,0,0,2,14
4978,2020-04-03,São José dos Campos/SP,0,0,6,20
5573,2020-04-04,São José dos Campos/SP,0,0,4,24
6209,2020-04-05,São José dos Campos/SP,0,0,6,30
6903,2020-04-06,São José dos Campos/SP,0,0,18,48
7655,2020-04-07,São José dos Campos/SP,0,0,13,61
8469,2020-04-08,São José dos Campos/SP,0,0,16,77
9340,2020-04-09,São José dos Campos/SP,1,1,4,81
10252,2020-04-10,São José dos Campos/SP,0,1,4,85
11214,2020-04-11,São José dos Campos/SP,0,1,0,85
12219,2020-04-12,São José dos Campos/SP,0,1,0,85
13263,2020-04-13,São José dos Campos/SP,0,1,0,85
14358,2020-04-14,São José dos Campos/SP,1,2,5,90
15531,2020-04-15,São José dos Campos/SP,1,3,23,113
16767,2020-04-16,São José dos Campos/SP,0,3,3,116
18057,2020-04-17,São José dos Campos/SP,0,3,19,135
19415,2020-04-18,São José dos Campos/SP,0,3,3,138
20837,2020-04-19,São José dos Campos/SP,0,3,-2,136
22311,2020-04-20,São José dos Campos/SP,0,3,0,136
23827,2020-04-21,São José dos Campos/SP,0,3,2,138
25399,2020-04-22,São José dos Campos/SP,0,3,1,139
27034,2020-04-23,São José dos Campos/SP,2,5,2,141
28762,2020-04-24,São José dos Campos/SP,0,5,17,158
30557,2020-04-25,São José dos Campos/SP,0,5,16,174
32423,2020-04-26,São José dos Campos/SP,0,5,0,174
34349,2020-04-27,São José dos Campos/SP,0,5,11,185
36371,2020-04-28,São José dos Campos/SP,5,10,9,194
38477,2020-04-29,São José dos Campos/SP,0,10,8,202
40662,2020-04-30,São José dos Campos/SP,0,10,17,219
42905,2020-05-01,São José dos Campos/SP,1,11,5,224
45222,2020-05-02,São José dos Campos/SP,0,11,2,226
47594,2020-05-03,São José dos Campos/SP,0,11,8,234
50016,2020-05-04,São José dos Campos/SP,0,11,2,236
52524,2020-05-05,São José dos Campos/SP,3,14,21,257
55096,2020-05-06,São José dos Campos/SP,0,14,39,296
57758,2020-05-07,São José dos Campos/SP,0,14,26,322
60524,2020-05-08,São José dos Campos/SP,1,15,18,340
63368,2020-05-09,São José dos Campos/SP,1,16,14,354
66270,2020-05-10,São José dos Campos/SP,0,16,1,355
69236,2020-05-11,São José dos Campos/SP,0,16,1,356
72257,2020-05-12,São José dos Campos/SP,1,17,9,365
75355,2020-05-13,São José dos Campos/SP,1,18,42,407
78529,2020-05-14,São José dos Campos/SP,0,18,-14,393
81806,2020-05-15,São José dos Campos/SP,1,19,19,412
85149,2020-05-16,São José dos Campos/SP,1,20,17,429
88523,2020-05-17,São José dos Campos/SP,0,20,21,450
91956,2020-05-18,São José dos Campos/SP,0,20,17,467
95461,2020-05-19,São José dos Campos/SP,7,27,13,480
99055,2020-05-20,São José dos Campos/SP,1,28,66,546
102717,2020-05-21,São José dos Campos/SP,1,29,40,586
106463,2020-05-22,São José dos Campos/SP,1,30,32,618
110332,2020-05-23,São José dos Campos/SP,0,30,35,653
114251,2020-05-24,São José dos Campos/SP,0,30,12,665
118201,2020-05-25,São José dos Campos/SP,0,30,27,692
122198,2020-05-26,São José dos Campos/SP,0,30,2,694
126245,2020-05-27,São José dos Campos/SP,0,30,35,729
130358,2020-05-28,São José dos Campos/SP,2,32,78,807
134536,2020-05-29,São José dos Campos/SP,1,33,28,835
138775,2020-05-30,São José dos Campos/SP,2,35,55,890
143048,2020-05-31,São José dos Campos/SP,0,35,9,899
147343,2020-06-01,São José dos Campos/SP,0,35,2,901
151686,2020-06-02,São José dos Campos/SP,1,36,68,969
156067,2020-06-03,São José dos Campos/SP,3,39,49,1018
160490,2020-06-04,São José dos Campos/SP,3,42,64,1082
164977,2020-06-05,São José dos Campos/SP,3,45,28,1110
169506,2020-06-06,São José dos Campos/SP,0,45,35,1145
174068,2020-06-07,São José dos Campos/SP,0,45,41,1186
178702,2020-06-08,São José dos Campos/SP,0,45,28,1214
183371,2020-06-09,São José dos Campos/SP,5,50,54,1268
188079,2020-06-10,São José dos Campos/SP,4,54,69,1337
192825,2020-06-11,São José dos Campos/SP,1,55,108,1445
197589,2020-06-12,São José dos Campos/SP,1,56,24,1469
202367,2020-06-13,São José dos Campos/SP,0,56,33,1502
207158,2020-06-14,São José dos Campos/SP,0,56,22,1524
211970,2020-06-15,São José dos Campos/SP,0,56,9,1533
216819,2020-06-16,São José dos Campos/SP,5,61,154,1687
221703,2020-06-17,São José dos Campos/SP,3,64,13,1700
226621,2020-06-18,São José dos Campos/SP,3,67,11,1711
231576,2020-06-19,São José dos Campos/SP,2,69,312,2023
236570,2020-06-20,São José dos Campos/SP,3,72,22,2045
241577,2020-06-21,São José dos Campos/SP,0,72,44,2089
246603,2020-06-22,São José dos Campos/SP,0,72,41,2130
251658,2020-06-23,São José dos Campos/SP,9,81,126,2256
256731,2020-06-24,São José dos Campos/SP,1,82,99,2355
261821,2020-06-25,São José dos Campos/SP,4,86,100,2455
266947,2020-06-26,São José dos Campos/SP,0,86,106,2561
272244,2020-06-27,São José dos Campos/SP,1,87,112,2673
277572,2020-06-28,São José dos Campos/SP,0,87,139,2812
282913,2020-06-29,São José dos Campos/SP,0,87,84,2896
288273,2020-06-30,São José dos Campos/SP,5,92,47,2943
293645,2020-07-01,São José dos Campos/SP,2,94,121,3064
299026,2020-07-02,São José dos Campos/SP,3,97,81,3145
304421,2020-07-03,São José dos Campos/SP,4,101,132,3277
309829,2020-07-04,São José dos Campos/SP,4,105,32,3309
315243,2020-07-05,São José dos Campos/SP,0,105,218,3527
320666,2020-07-06,São José dos Campos/SP,0,105,20,3547
326100,2020-07-07,São José dos Campos/SP,6,111,110,3657
331565,2020-07-08,São José dos Campos/SP,2,113,88,3745
337037,2020-07-09,São José dos Campos/SP,2,115,90,3835
342517,2020-07-10,São José dos Campos/SP,1,116,107,3942
348000,2020-07-11,São José dos Campos/SP,0,116,125,4067
353486,2020-07-12,São José dos Campos/SP,0,116,128,4195
358977,2020-07-13,São José dos Campos/SP,0,116,4,4199
364474,2020-07-14,São José dos Campos/SP,5,121,119,4318
369977,2020-07-15,São José dos Campos/SP,5,126,92,4410
375486,2020-07-16,São José dos Campos/SP,5,131,130,4540
380998,2020-07-17,São José dos Campos/SP,4,135,76,4616
386511,2020-07-18,São José dos Campos/SP,6,141,92,4708
392027,2020-07-19,São José dos Campos/SP,0,141,16,4724
397546,2020-07-20,São José dos Campos/SP,0,141,12,4736
403070,2020-07-21,São José dos Campos/SP,12,153,86,4822
408599,2020-07-22,São José dos Campos/SP,3,156,410,5232
414130,2020-07-23,São José dos Campos/SP,9,165,294,5526
419663,2020-07-24,São José dos Campos/SP,7,172,241,5767
425200,2020-07-25,São José dos Campos/SP,10,182,232,5999
430740,2020-07-26,São José dos Campos/SP,2,184,106,6105
436282,2020-07-27,São José dos Campos/SP,0,184,33,6138
441829,2020-07-28,São José dos Campos/SP,2,186,58,6196
447378,2020-07-29,São José dos Campos/SP,6,192,320,6516
452929,2020-07-30,São José dos Campos/SP,3,195,107,6623
458481,2020-07-31,São José dos Campos/SP,5,200,309,6932
464036,2020-08-01,São José dos Campos/SP,4,204,123,7055
469592,2020-08-02,São José dos Campos/SP,0,204,162,7217
475150,2020-08-03,São José dos Campos/SP,0,204,5,7222
480708,2020-08-04,São José dos Campos/SP,11,215,263,7485
486267,2020-08-05,São José dos Campos/SP,6,221,118,7603
491827,2020-08-06,São José dos Campos/SP,5,226,379,7982
497389,2020-08-07,São José dos Campos/SP,4,230,199,8181
502952,2020-08-08,São José dos Campos/SP,2,232,325,8506
508515,2020-08-09,São José dos Campos/SP,0,232,171,8677
514079,2020-08-10,São José dos Campos/SP,0,232,9,8686
519646,2020-08-11,São José dos Campos/SP,24,256,205,8891
525215,2020-08-12,São José dos Campos/SP,6,262,218,9109
530787,2020-08-13,São José dos Campos/SP,9,271,480,9589
536360,2020-08-14,São José dos Campos/SP,3,274,233,9822
541934,2020-08-15,São José dos Campos/SP,2,276,331,10153
547509,2020-08-16,São José dos Campos/SP,5,281,16,10169
553085,2020-08-17,São José dos Campos/SP,0,281,94,10263
558661,2020-08-18,São José dos Campos/SP,10,291,179,10442
564238,2020-08-19,São José dos Campos/SP,4,295,230,10672
569815,2020-08-20,São José dos Campos/SP,3,298,272,10944
575393,2020-08-21,São José dos Campos/SP,7,305,223,11167
580972,2020-08-22,São José dos Campos/SP,4,309,257,11424
586552,2020-08-23,São José dos Campos/SP,0,309,222,11646
592133,2020-08-24,São José dos Campos/SP,0,309,49,11695
597714,2020-08-25,São José dos Campos/SP,12,321,189,11884
603295,2020-08-26,São José dos Campos/SP,3,324,303,12187
608877,2020-08-27,São José dos Campos/SP,6,330,171,12358
614460,2020-08-28,São José dos Campos/SP,6,336,372,12730
620044,2020-08-29,São José dos Campos/SP,0,336,0,12730
625628,2020-08-30,São José dos Campos/SP,5,341,155,12885
631212,2020-08-31,São José dos Campos/SP,0,341,12,12897
636796,2020-09-01,São José dos Campos/SP,12,353,274,13171
642380,2020-09-02,São José dos Campos/SP,8,361,217,13388
647965,2020-09-03,São José dos Campos/SP,1,362,240,13628
653551,2020-09-04,São José dos Campos/SP,1,363,154,13782
659138,2020-09-05,São José dos Campos/SP,0,363,237,14019
664725,2020-09-06,São José dos Campos/SP,0,363,77,14096
670312,2020-09-07,São José dos Campos/SP,0,363,0,14096
675899,2020-09-08,São José dos Campos/SP,0,363,93,14189
681488,2020-09-09,São José dos Campos/SP,12,375,160,14349
687077,2020-09-10,São José dos Campos/SP,1,376,124,14473
692666,2020-09-11,São José dos Campos/SP,3,379,192,14665
698255,2020-09-12,São José dos Campos/SP,3,382,313,14978
703844,2020-09-13,São José dos Campos/SP,1,383,27,15005
709433,2020-09-14,São José dos Campos/SP,0,383,7,15012
715023,2020-09-15,São José dos Campos/SP,6,389,223,15235
720614,2020-09-16,São José dos Campos/SP,4,393,310,15545
726205,2020-09-17,São José dos Campos/SP,3,396,261,15806
731796,2020-09-18,São José dos Campos/SP,2,398,385,16191
737387,2020-09-19,São José dos Campos/SP,2,400,192,16383
742978,2020-09-20,São José dos Campos/SP,0,400,89,16472
748570,2020-09-21,São José dos Campos/SP,0,400,32,16504
754163,2020-09-22,São José dos Campos/SP,14,414,96,16600
759757,2020-09-23,São José dos Campos/SP,6,420,140,16740
765351,2020-09-24,São José dos Campos/SP,1,421,162,16902
770946,2020-09-25,São José dos Campos/SP,6,427,173,17075
776541,2020-09-26,São José dos Campos/SP,1,428,135,17210
782136,2020-09-27,São José dos Campos/SP,0,428,12,17222
787731,2020-09-28,São José dos Campos/SP,0,428,6,17228
793326,2020-09-29,São José dos Campos/SP,3,431,131,17359
798921,2020-09-30,São José dos Campos/SP,3,434,135,17494
804516,2020-10-01,São José dos Campos/SP,1,435,94,17588
810111,2020-10-02,São José dos Campos/SP,2,437,92,17680
815707,2020-10-03,São José dos Campos/SP,1,438,73,17753
821303,2020-10-04,São José dos Campos/SP,0,438,0,17753
826899,2020-10-05,São José dos Campos/SP,0,438,0,17753
832495,2020-10-06,São José dos Campos/SP,6,444,129,17882
838091,2020-10-07,São José dos Campos/SP,0,444,0,17882
843687,2020-10-08,São José dos Campos/SP,5,449,140,18022
849283,2020-10-09,São José dos Campos/SP,0,449,115,18137
854879,2020-10-10,São José dos Campos/SP,4,453,82,18219
860475,2020-10-11,São José dos Campos/SP,0,453,35,18254
866071,2020-10-12,São José dos Campos/SP,0,453,6,18260
871667,2020-10-13,São José dos Campos/SP,0,453,7,18267
877263,2020-10-14,São José dos Campos/SP,2,455,54,18321
882859,2020-10-15,São José dos Campos/SP,0,455,68,18389
888455,2020-10-16,São José dos Campos/SP,0,455,0,18389
894051,2020-10-17,São José dos Campos/SP,1,456,114,18503
899647,2020-10-18,São José dos Campos/SP,0,456,15,18518
905243,2020-10-19,São José dos Campos/SP,0,456,5,18523
910839,2020-10-20,São José dos Campos/SP,4,460,47,18570
916435,2020-10-21,São José dos Campos/SP,0,460,84,18654
922031,2020-10-22,São José dos Campos/SP,0,460,33,18687
927627,2020-10-23,São José dos Campos/SP,1,461,65,18752
933223,2020-10-24,São José dos Campos/SP,0,461,73,18825
938819,2020-10-25,São José dos Campos/SP,0,461,23,18848
944415,2020-10-26,São José dos Campos/SP,0,461,9,18857
950011,2020-10-27,São José dos Campos/SP,0,461,47,18904
955607,2020-10-28,São José dos Campos/SP,1,462,45,18949
961203,2020-10-29,São José dos Campos/SP,0,462,54,19003
966799,2020-10-30,São José dos Campos/SP,2,464,84,19087
972395,2020-10-31,São José dos Campos/SP,1,465,32,19119
977991,2020-11-01,São José dos Campos/SP,0,465,0,19119
983587,2020-11-02,São José dos Campos/SP,1,466,29,19148
989183,2020-11-03,São José dos Campos/SP,0,466,3,19151
994779,2020-11-04,São José dos Campos/SP,4,470,29,19180
1000375,2020-11-05,São José dos Campos/SP,2,472,15,19195
1005971,2020-11-06,São José dos Campos/SP,0,472,0,19195
1011567,2020-11-07,São José dos Campos/SP,0,472,0,19195
1017163,2020-11-08,São José dos Campos/SP,0,472,0,19195
1022759,2020-11-09,São José dos Campos/SP,0,472,0,19195
1028355,2020-11-10,São José dos Campos/SP,0,472,252,19447
1033951,2020-11-11,São José dos Campos/SP,1,473,19,19466
1039547,2020-11-12,São José dos Campos/SP,5,478,95,19561
1045143,2020-11-13,São José dos Campos/SP,0,478,106,19667
1050739,2020-11-14,São José dos Campos/SP,5,483,55,19722
1056335,2020-11-15,São José dos Campos/SP,0,483,22,19744
1061931,2020-11-16,São José dos Campos/SP,0,483,4,19748
1067527,2020-11-17,São José dos Campos/SP,0,483,119,19867
1073123,2020-11-18,São José dos Campos/SP,2,485,82,19949
1078719,2020-11-19,São José dos Campos/SP,1,486,186,20135
1084315,2020-11-20,São José dos Campos/SP,0,486,0,20135
1089911,2020-11-21,São José dos Campos/SP,1,487,207,20342
1095507,2020-11-22,São José dos Campos/SP,1,488,56,20398
1101103,2020-11-23,São José dos Campos/SP,0,488,31,20429
1106699,2020-11-24,São José dos Campos/SP,2,490,64,20493
1112295,2020-11-25,São José dos Campos/SP,0,490,140,20633
1117891,2020-11-26,São José dos Campos/SP,1,491,61,20694
1123487,2020-11-27,São José dos Campos/SP,0,491,31,20725
1129083,2020-11-28,São José dos Campos/SP,1,492,48,20773
1134679,2020-11-29,São José dos Campos/SP,0,492,33,20806
1140275,2020-11-30,São José dos Campos/SP,0,492,6,20812
1145871,2020-12-01,São José dos Campos/SP,0,492,127,20939
1151467,2020-12-02,São José dos Campos/SP,3,495,112,21051
1157063,2020-12-03,São José dos Campos/SP,2,497,110,21161
1162659,2020-12-04,São José dos Campos/SP,0,497,161,21322
1168255,2020-12-05,São José dos Campos/SP,1,498,123,21445
1173851,2020-12-06,São José dos Campos/SP,2,500,57,21502
1179447,2020-12-07,São José dos Campos/SP,0,500,31,21533
1185043,2020-12-08,São José dos Campos/SP,3,503,210,21743
1190639,2020-12-09,São José dos Campos/SP,1,504,186,21929
1196235,2020-12-10,São José dos Campos/SP,4,508,164,22093
1201831,2020-12-11,São José dos Campos/SP,2,510,116,22209
1207427,2020-12-12,São José dos Campos/SP,4,514,182,22391
1213023,2020-12-13,São José dos Campos/SP,0,514,6,22397
1218619,2020-12-14,São José dos Campos/SP,0,514,52,22449
1224215,2020-12-15,São José dos Campos/SP,5,519,79,22528
1229811,2020-12-16,São José dos Campos/SP,0,519,0,22528
1235407,2020-12-17,São José dos Campos/SP,9,528,434,22962
1241003,2020-12-18,São José dos Campos/SP,2,530,462,23424
1246599,2020-12-19,São José dos Campos/SP,2,532,220,23644
1252195,2020-12-20,São José dos Campos/SP,0,532,0,23644
1257791,2020-12-21,São José dos Campos/SP,0,532,55,23699
1263387,2020-12-22,São José dos Campos/SP,3,535,191,23890
1268983,2020-12-23,São José dos Campos/SP,2,537,405,24295
1274579,2020-12-24,São José dos Campos/SP,2,539,322,24617
1280175,2020-12-25,São José dos Campos/SP,4,543,123,24740
1285771,2020-12-26,São José dos Campos/SP,0,543,40,24780
1291367,2020-12-27,São José dos Campos/SP,1,544,93,24873
1296963,2020-12-28,São José dos Campos/SP,0,544,35,24908
1302559,2020-12-29,São José dos Campos/SP,1,545,337,25245
1308155,2020-12-30,São José dos Campos/SP,0,545,0,25245
1313751,2020-12-31,São José dos Campos/SP,0,545,608,25853
1319347,2021-01-01,São José dos Campos/SP,0,545,0,25853
1324943,2021-01-02,São José dos Campos/SP,2,547,294,26147
1330539,2021-01-03,São José dos Campos/SP,0,547,111,26258
1336135,2021-01-04,São José dos Campos/SP,0,547,54,26312
1341731,2021-01-05,São José dos Campos/SP,16,563,285,26597
1347327,2021-01-06,São José dos Campos/SP,9,572,501,27098
1352923,2021-01-07,São José dos Campos/SP,5,577,608,27706
1358519,2021-01-08,São José dos Campos/SP,2,579,712,28418
1364115,2021-01-09,São José dos Campos/SP,9,588,444,28862
1369711,2021-01-10,São José dos Campos/SP,1,589,372,29234
1375307,2021-01-11,São José dos Campos/SP,0,589,186,29420
1380903,2021-01-12,São José dos Campos/SP,7,596,724,30144
1386499,2021-01-13,São José dos Campos/SP,9,605,585,30729
1392095,2021-01-14,São José dos Campos/SP,9,614,522,31251
1397691,2021-01-15,São José dos Campos/SP,6,620,537,31788
1403287,2021-01-16,São José dos Campos/SP,5,625,564,32352
1408883,2021-01-17,São José dos Campos/SP,2,627,202,32554
1414479,2021-01-18,São José dos Campos/SP,0,627,88,32642
1420075,2021-01-19,São José dos Campos/SP,10,637,580,33222
1425671,2021-01-20,São José dos Campos/SP,6,643,450,33672
1431267,2021-01-21,São José dos Campos/SP,4,647,387,34059
1436863,2021-01-22,São José dos Campos/SP,10,657,458,34517
1442459,2021-01-23,São José dos Campos/SP,6,663,650,35167
1448055,2021-01-24,São José dos Campos/SP,1,664,101,35268
1453651,2021-01-25,São José dos Campos/SP,0,664,59,35327
1459247,2021-01-26,São José dos Campos/SP,16,680,773,36100
1464843,2021-01-27,São José dos Campos/SP,8,688,561,36661
1470439,2021-01-28,São José dos Campos/SP,8,696,615,37276
1476035,2021-01-29,São José dos Campos/SP,10,706,453,37729
1481631,2021-01-30,São José dos Campos/SP,1,707,548,38277
1487227,2021-01-31,São José dos Campos/SP,1,708,177,38454
1492823,2021-02-01,São José dos Campos/SP,0,708,40,38494
1498419,2021-02-02,São José dos Campos/SP,11,719,350,38844
1504015,2021-02-03,São José dos Campos/SP,11,730,910,39754
1509611,2021-02-04,São José dos Campos/SP,4,734,784,40538
1515207,2021-02-05,São José dos Campos/SP,6,740,1094,41632
1520803,2021-02-06,São José dos Campos/SP,6,746,730,42362
1526399,2021-02-07,São José dos Campos/SP,1,747,123,42485
1531995,2021-02-08,São José dos Campos/SP,0,747,151,42636
1537591,2021-02-09,São José dos Campos/SP,8,755,500,43136
1543187,2021-02-10,São José dos Campos/SP,8,763,323,43459
1548783,2021-02-11,São José dos Campos/SP,2,765,288,43747
1554379,2021-02-12,São José dos Campos/SP,12,777,215,43962
1559975,2021-02-13,São José dos Campos/SP,0,777,168,44130
1565571,2021-02-14,São José dos Campos/SP,2,779,85,44215
1571167,2021-02-15,São José dos Campos/SP,0,779,95,44310
1576763,2021-02-16,São José dos Campos/SP,4,783,236,44546
1582359,2021-02-17,São José dos Campos/SP,2,785,160,44706
1587955,2021-02-18,São José dos Campos/SP,1,786,178,44884
1593551,2021-02-19,São José dos Campos/SP,14,800,216,45100
1599147,2021-02-20,São José dos Campos/SP,1,801,148,45248
1604743,2021-02-21,São José dos Campos/SP,3,804,151,45399
1610339,2021-02-22,São José dos Campos/SP,0,804,93,45492
1615935,2021-02-23,São José dos Campos/SP,4,808,199,45691
1621531,2021-02-24,São José dos Campos/SP,3,811,330,46021
1627127,2021-02-25,São José dos Campos/SP,7,818,165,46186
1632723,2021-02-26,São José dos Campos/SP,4,822,185,46371
1638319,2021-02-27,São José dos Campos/SP,5,827,127,46498
1643915,2021-02-28,São José dos Campos/SP,1,828,110,46608
1649511,2021-03-01,São José dos Campos/SP,0,828,107,46715
1655107,2021-03-02,São José dos Campos/SP,3,831,135,46850
1660703,2021-03-03,São José dos Campos/SP,5,836,253,47103
1666299,2021-03-04,São José dos Campos/SP,2,838,218,47321
1671895,2021-03-05,São José dos Campos/SP,5,843,214,47535
1677491,2021-03-06,São José dos Campos/SP,2,845,168,47703
1683087,2021-03-07,São José dos Campos/SP,0,845,96,47799
1688683,2021-03-08,São José dos Campos/SP,0,845,135,47934
1694279,2021-03-09,São José dos Campos/SP,7,852,244,48178
1699875,2021-03-10,São José dos Campos/SP,4,856,213,48391
1705471,2021-03-11,São José dos Campos/SP,1,857,267,48658
1711067,2021-03-12,São José dos Campos/SP,6,863,342,49000
1716663,2021-03-13,São José dos Campos/SP,5,868,265,49265
1722259,2021-03-14,São José dos Campos/SP,2,870,244,49509
1727855,2021-03-15,São José dos Campos/SP,0,870,174,49683
1733451,2021-03-16,São José dos Campos/SP,10,880,292,49975
1739047,2021-03-17,São José dos Campos/SP,3,883,303,50278
1744643,2021-03-18,São José dos Campos/SP,10,893,311,50589
1750239,2021-03-19,São José dos Campos/SP,3,896,249,50838
1755835,2021-03-20,São José dos Campos/SP,0,896,220,51058
1761431,2021-03-21,São José dos Campos/SP,4,900,227,51285
1767027,2021-03-22,São José dos Campos/SP,0,900,226,51511
1772623,2021-03-23,São José dos Campos/SP,4,904,297,51808
1778219,2021-03-24,São José dos Campos/SP,13,917,322,52130
1783815,2021-03-25,São José dos Campos/SP,3,920,340,52470
1789411,2021-03-26,São José dos Campos/SP,26,946,403,52873
1795007,2021-03-27,São José dos Campos/SP,6,952,243,53116
1800603,2021-03-28,São José dos Campos/SP,2,954,218,53334
1806199,2021-03-29,São José dos Campos/SP,0,954,146,53480
1811795,2021-03-30,São José dos Campos/SP,17,971,338,53818
1817391,2021-03-31,São José dos Campos/SP,8,979,352,54170
1822987,2021-04-01,São José dos Campos/SP,13,992,341,54511
1828583,2021-04-02,São José dos Campos/SP,4,996,370,54881
1834179,2021-04-03,São José dos Campos/SP,1,997,184,55065
1839776,2021-04-04,São José dos Campos/SP,12,1009,152,55217
1845373,2021-04-05,São José dos Campos/SP,2,1011,134,55351
1850970,2021-04-06,São José dos Campos/SP,0,1011,0,55351
476,2020-03-19,Taubaté/SP,0,0,1,1
596,2020-03-20,Taubaté/SP,0,0,0,1
739,2020-03-21,Taubaté/SP,0,0,0,1
896,2020-03-22,Taubaté/SP,0,0,0,1
1077,2020-03-23,Taubaté/SP,0,0,0,1
1275,2020-03-24,Taubaté/SP,0,0,0,1
1506,2020-03-25,Taubaté/SP,0,0,0,1
1762,2020-03-26,Taubaté/SP,0,0,0,1
2046,2020-03-27,Taubaté/SP,0,0,0,1
2357,2020-03-28,Taubaté/SP,0,0,0,1
2697,2020-03-29,Taubaté/SP,0,0,0,1
3072,2020-03-30,Taubaté/SP,0,0,0,1
3489,2020-03-31,Taubaté/SP,0,0,0,1
3945,2020-04-01,Taubaté/SP,0,0,0,1
4446,2020-04-02,Taubaté/SP,0,0,0,1
5004,2020-04-03,Taubaté/SP,0,0,0,1
5600,2020-04-04,Taubaté/SP,0,0,0,1
6240,2020-04-05,Taubaté/SP,0,0,0,1
6937,2020-04-06,Taubaté/SP,0,0,1,2
7691,2020-04-07,Taubaté/SP,0,0,2,4
8510,2020-04-08,Taubaté/SP,0,0,1,5
9382,2020-04-09,Taubaté/SP,0,0,0,5
10298,2020-04-10,Taubaté/SP,0,0,1,6
11261,2020-04-11,Taubaté/SP,0,0,0,6
12266,2020-04-12,Taubaté/SP,0,0,2,8
13310,2020-04-13,Taubaté/SP,0,0,0,8
14411,2020-04-14,Taubaté/SP,0,0,0,8
15585,2020-04-15,Taubaté/SP,0,0,0,8
16822,2020-04-16,Taubaté/SP,0,0,-2,6
18116,2020-04-17,Taubaté/SP,0,0,0,6
19478,2020-04-18,Taubaté/SP,0,0,0,6
20902,2020-04-19,Taubaté/SP,0,0,0,6
22376,2020-04-20,Taubaté/SP,0,0,0,6
23897,2020-04-21,Taubaté/SP,0,0,1,7
25471,2020-04-22,Taubaté/SP,0,0,1,8
27110,2020-04-23,Taubaté/SP,0,0,1,9
28842,2020-04-24,Taubaté/SP,0,0,-1,8
30640,2020-04-25,Taubaté/SP,0,0,1,9
32508,2020-04-26,Taubaté/SP,0,0,0,9
34437,2020-04-27,Taubaté/SP,4,4,24,33
