DiaSemana,Data,Semana,Ano,MGNewDeaths,MGDeaths,MGNewCases,MGTotalCases,AlfNewDeaths,AlfDeaths,AlfNewCases,AlfTotalCases,PdcNewDeaths,PdcDeaths,PdcNewCases,PdcTotalCases,VarNewDeaths,VarDeaths,VarNewCases,VarTotalCases,SdmNewDeaths,SdmDeaths,SdmNewCases,SdmTotalCases,CdvNewDeaths,CdvDeaths,CdvNewCases,CdvTotalCases,OdmNewDeaths,OdmDeaths,OdmNewCases,OdmTotalCases,MbhNewDeaths,MbhDeaths,MbhNewCases,MbhTotalCases,SPNewDeaths,SPDeaths,SPNewCases,SPTotalCases,CamNewDeaths,CamDeaths,CamNewCases,CamTotalCases,SjrNewDeaths,SjrDeaths,SjrNewCases,SjrTotalCases,RbpNewDeaths,RbpDeaths,RbpNewCases,RbpTotalCases,MmpNewDeaths,MmpDeaths,MmpNewCases,MmpTotalCases,MspNewDeaths,MspDeaths,MspNewCases,MspTotalCases,VppNewDeaths,VppDeaths,VppNewCases,VppTotalCases,AraNewDeaths,AraDeaths,AraNewCases,AraTotalCases,PirNewDeaths,PirDeaths,PirNewCases,PirTotalCases
ter,2020-08-11,33,2020,16,3613,1476,156551,0,21,9,363,0,19,0,500,0,14,4,436,0,196,164,8036,2,39,2,1273,0,42,19,1957,0,1004,84,34985,0,0,0,0,25,1265,994,34864,8,303,142,12036,15,495,414,14739,17,419,136,11086,154,13117,3657,272162,33,478,293,15092,0,47,123,4107,6,409,197,11173
qua,2020-08-12,33,2020,170,3783,3934,160485,0,21,6,369,0,19,16,516,0,14,30,466,3,199,223,8259,0,39,18,1291,2,44,35,1992,72,1076,1554,36539,0,0,0,0,17,1282,911,35775,9,312,325,12361,12,507,217,14956,1,420,218,11304,115,13232,7866,280028,8,486,417,15509,1,48,84,4191,3,412,176,11349
qui,2020-08-13,33,2020,63,3846,4430,164915,1,22,10,379,1,20,13,529,1,15,22,488,10,209,171,8430,1,40,10,1301,1,45,85,2077,30,1106,1436,37975,0,0,0,0,31,1313,1132,36907,5,317,294,12655,8,515,509,15465,4,424,540,11844,162,13394,8139,288167,10,496,793,16302,2,50,93,4284,8,420,242,11591
sex,2020-08-14,33,2020,97,3943,3513,168428,0,22,0,379,-3,17,14,543,-2,13,4,492,-4,205,268,8698,0,40,8,1309,1,46,58,2135,40,1146,775,38750,0,0,0,0,26,1339,783,37690,9,326,438,13093,6,521,434,15899,6,430,232,12076,122,13516,3500,291667,4,500,379,16681,1,51,111,4395,7,427,169,11760
sáb,2020-08-15,33,2020,101,4044,3086,171514,0,22,0,379,0,17,0,543,0,13,0,492,0,205,0,8698,0,40,0,1309,0,46,0,2135,0,1146,0,38750,0,0,0,0,11,1350,1013,38703,2,328,368,13461,7,528,327,16226,4,434,424,12500,42,13558,2063,293730,12,512,525,17206,0,51,117,4512,4,431,240,12000
dom,2020-08-16,33,2020,88,4132,2888,174402,0,22,0,379,0,17,0,543,0,13,0,492,0,205,0,8698,0,40,0,1309,0,46,0,2135,0,1146,0,38750,0,0,0,0,7,1357,117,38820,3,331,86,13547,0,528,130,16356,0,434,105,12605,37,13595,571,294301,6,518,60,17266,0,51,26,4538,3,434,20,12020
seg,2020-08-17,34,2020,91,4223,1313,175715,1,23,20,399,0,17,27,570,1,14,16,508,13,218,490,9188,0,40,20,1329,10,56,72,2207,62,1208,1436,40186,0,0,0,0,5,1362,320,39140,6,337,75,13622,0,528,24,16380,1,435,256,12861,20,13615,390,294691,2,520,174,17440,0,51,61,4599,0,434,53,12073
ter,2020-08-18,34,2020,83,4306,2072,177787,0,23,8,407,0,17,0,570,0,14,7,515,2,220,96,9284,1,41,23,1352,0,56,27,2234,16,1224,695,40881,0,0,0,0,35,1397,487,39627,9,346,181,13803,25,553,394,16774,5,440,159,13020,98,13713,2453,297144,22,542,351,17791,2,53,45,4644,5,439,183,12256
qua,2020-08-19,34,2020,130,4436,3371,181158,1,24,11,418,1,18,14,584,3,17,12,527,14,234,285,9569,0,41,3,1355,1,57,47,2281,39,1263,886,41767,0,0,0,0,15,1412,574,40201,5,351,270,14073,8,561,460,17234,3,443,152,13172,103,13816,2821,299965,12,554,370,18161,1,54,118,4762,4,443,200,12456
qui,2020-08-20,34,2020,107,4543,3904,185062,0,24,7,425,0,18,15,599,3,20,12,539,5,239,225,9794,0,41,27,1382,0,57,28,2309,29,1292,890,42657,0,0,0,0,16,1428,801,41002,9,360,387,14460,11,572,371,17605,3,446,163,13335,145,13961,2436,302401,10,564,377,18538,2,56,79,4841,5,448,207,12663
sex,2020-08-21,34,2020,120,4663,3561,188623,0,24,19,444,0,18,26,625,1,21,15,554,9,248,264,10058,0,41,18,1400,1,58,68,2377,27,1319,1036,43693,0,0,0,0,15,1443,334,41336,6,366,186,14646,8,580,94,17699,6,452,137,13472,87,14048,1075,303476,12,576,328,18866,0,56,61,4902,2,450,130,12793
sáb,2020-08-22,34,2020,74,4737,2884,191507,0,24,0,444,0,18,0,625,0,21,0,554,0,248,0,10058,0,41,0,1400,0,58,0,2377,0,1319,0,43693,0,0,0,0,22,1465,806,42142,7,373,430,15076,7,587,216,17915,4,456,232,13704,88,14136,4655,308131,11,587,537,19403,0,56,85,4987,7,457,223,13016
dom,2020-08-23,34,2020,53,4790,3107,194614,0,24,0,444,0,18,0,625,0,21,0,554,0,248,0,10058,0,41,0,1400,0,58,0,2377,0,1319,0,43693,0,0,0,0,6,1471,336,42478,5,378,208,15284,4,591,118,18033,1,457,185,13889,22,14158,1275,309406,0,587,283,19686,1,57,56,5043,2,459,84,13100
seg,2020-08-24,35,2020,15,4805,1306,195920,0,24,34,478,1,19,40,665,0,21,32,586,7,255,510,10568,0,41,23,1423,4,62,80,2457,24,1343,857,44550,0,0,0,0,0,1471,137,42615,4,382,94,15378,1,592,30,18063,0,457,76,13965,11,14169,428,309834,0,587,99,19785,0,57,28,5071,1,460,-3,13097
ter,2020-08-25,35,2020,42,4847,2816,198736,0,24,7,485,0,19,0,665,0,21,14,600,3,258,99,10667,0,41,7,1430,1,63,10,2467,3,1346,1107,45657,0,0,0,0,27,1498,816,43431,10,392,140,15518,15,607,280,18343,3,460,165,14130,159,14328,3048,312882,21,608,411,20196,1,58,55,5126,6,466,242,13339
qua,2020-08-26,35,2020,101,4948,3237,201973,0,24,21,506,1,20,30,695,3,24,16,616,15,273,351,11018,0,41,9,1439,0,63,36,2503,20,1366,510,46167,0,0,0,0,23,1521,514,43945,5,397,387,15905,5,612,410,18753,7,467,219,14349,88,14416,2575,315457,6,614,565,20761,2,60,101,5227,6,472,369,13708
qui,2020-08-27,35,2020,101,5049,3969,205942,1,25,15,521,0,20,61,756,2,26,11,627,5,278,340,11358,1,42,14,1453,1,64,36,2539,27,1393,798,46965,0,0,0,0,16,1537,490,44435,5,402,318,16223,5,617,115,18868,2,469,167,14516,79,14495,2693,318150,15,629,364,21125,0,60,57,5284,5,477,225,13933
sex,2020-08-28,35,2020,118,5167,3523,209465,0,25,32,553,0,20,30,786,0,26,20,647,4,282,282,11640,0,42,24,1477,1,65,49,2588,43,1436,646,47611,0,0,0,0,23,1560,742,45177,6,408,298,16521,10,627,610,19478,2,471,327,14843,99,14594,3069,321219,8,637,551,21676,0,60,86,5370,5,482,276,14209
sáb,2020-08-29,35,2020,103,5270,3100,212565,0,25,0,553,0,20,0,786,0,26,0,647,0,282,0,11640,0,42,0,1477,0,65,0,2588,0,1436,0,47611,0,0,0,0,0,1560,0,45177,0,408,0,16521,0,627,0,19478,0,471,0,14843,0,14594,0,321219,0,637,0,21676,0,60,0,5370,0,482,0,14209
dom,2020-08-30,35,2020,56,5326,2485,215050,0,25,0,553,0,20,0,786,0,26,0,647,0,282,0,11640,0,42,0,1477,0,65,0,2588,0,1436,0,47611,0,0,0,0,14,1574,473,45650,12,420,262,16783,3,630,497,19975,6,477,296,15139,82,14676,1704,322923,9,646,244,21920,4,64,88,5458,5,487,158,14367
seg,2020-08-31,36,2020,9,5335,1507,216557,1,26,23,576,0,20,35,821,1,27,26,673,8,290,519,12159,2,44,45,1522,3,68,111,2699,46,1482,1214,48825,0,0,0,0,2,1576,39,45689,5,425,64,16847,0,630,7,19982,0,477,17,15156,9,14685,229,323152,0,646,42,21962,0,64,15,5473,2,489,55,14422
ter,2020-09-01,36,2020,29,5364,2224,218781,0,26,3,579,0,20,0,821,0,27,7,680,1,291,53,12212,0,44,10,1532,0,68,14,2713,3,1485,243,49068,0,0,0,0,27,1603,536,46225,10,435,119,16966,30,660,334,20316,3,480,215,15371,94,14779,3706,326858,18,664,482,22444,3,67,44,5517,11,500,214,14636
qua,2020-09-02,36,2020,141,5505,3267,222048,0,26,16,595,1,21,28,849,0,27,24,704,21,312,348,12560,0,44,7,1539,4,72,73,2786,36,1521,588,49656,0,0,0,0,19,1622,595,46820,5,440,442,17408,16,676,438,20754,13,493,472,15843,111,14890,2263,329121,8,672,538,22982,3,70,119,5636,5,505,425,15061
qui,2020-09-03,36,2020,86,5591,2939,224987,0,26,21,616,0,21,17,866,0,27,12,716,11,323,319,12879,2,46,26,1565,1,73,29,2815,26,1547,602,50258,0,0,0,0,7,1629,795,47615,11,451,320,17728,5,681,295,21049,2,495,233,16076,80,14970,3287,332408,1,673,445,23427,1,71,91,5727,10,515,843,15904
sex,2020-09-04,36,2020,117,5708,3026,228013,0,26,0,616,0,21,14,880,1,28,13,729,3,326,235,13114,0,46,17,1582,1,74,47,2862,37,1584,104,50362,0,0,0,0,15,1644,485,48100,10,461,170,17898,2,683,315,21364,3,498,223,16299,73,15043,1588,333996,1,674,285,23712,0,71,47,5774,2,517,439,16343
sáb,2020-09-05,36,2020,0,5708,3865,231878,0,26,0,616,0,21,0,880,0,28,0,729,0,326,0,13114,0,46,0,1582,0,74,0,2862,0,1584,0,50362,0,0,0,0,23,1667,625,48725,8,469,209,18107,11,694,186,21550,2,500,219,16518,68,15111,1629,335625,2,676,391,24103,-1,70,90,5864,7,524,546,16889
dom,2020-09-06,36,2020,129,5837,2926,234804,0,26,0,616,0,21,0,880,0,28,0,729,0,326,0,13114,0,46,0,1582,0,74,0,2862,0,1584,0,50362,0,0,0,0,3,1670,139,48864,4,473,125,18232,1,695,105,21655,2,502,57,16575,14,15125,383,336008,0,676,159,24262,0,70,57,5921,2,526,69,16958
seg,2020-09-07,37,2020,14,5851,1208,236012,0,26,46,662,1,22,33,913,0,28,25,754,10,336,533,13647,3,49,24,1606,1,75,128,2990,32,1616,1917,52279,0,0,0,0,0,1670,0,48864,0,473,0,18232,0,695,0,21655,0,502,0,16575,0,15125,0,336008,0,676,0,24262,0,70,0,5921,0,526,0,16958
ter,2020-09-08,37,2020,26,5877,651,236663,0,26,0,662,0,22,0,913,0,28,0,754,1,337,41,13688,0,49,8,1614,2,77,5,2995,2,1618,27,52306,0,0,0,0,1,1671,166,49030,14,487,145,18377,6,701,43,21698,4,506,74,16649,19,15144,762,336770,0,676,155,24417,0,70,55,5976,2,528,43,17001
qua,2020-09-09,37,2020,58,5935,1852,238515,1,27,21,683,0,22,15,928,0,28,8,762,8,345,212,13900,0,49,15,1629,2,79,15,3010,8,1626,261,52567,0,0,0,0,37,1708,380,49410,6,493,150,18527,17,718,409,22107,1,507,74,16723,145,15289,2094,338864,22,698,298,24715,2,72,82,6058,7,535,418,17419
qui,2020-09-10,37,2020,74,6009,4018,242533,0,27,0,683,0,22,9,937,0,28,18,780,5,350,279,14179,1,50,3,1632,1,80,74,3084,8,1634,746,53313,0,0,0,0,12,1720,489,49899,10,503,213,18740,11,729,287,22394,10,517,203,16926,109,15398,1976,340840,19,717,279,24994,0,72,89,6147,3,538,396,17815
sex,2020-09-11,37,2020,105,6114,3616,246149,0,27,42,725,1,23,31,968,0,28,12,792,4,354,308,14487,1,51,45,1677,1,81,59,3143,26,1660,782,54095,0,0,0,0,7,1727,513,50412,8,511,241,18981,11,740,395,22789,1,518,174,17100,88,15486,1759,342599,7,724,335,25329,3,75,72,6219,2,540,354,18169
sáb,2020-09-12,37,2020,86,6200,4041,250190,0,27,0,725,0,23,0,968,0,28,0,792,0,354,0,14487,0,51,0,1677,0,81,0,3143,0,1660,0,54095,0,0,0,0,13,1740,365,50777,7,518,246,19227,13,753,186,22975,3,521,169,17269,58,15544,1754,344353,3,727,508,25837,3,78,58,6277,2,542,311,18480
dom,2020-09-13,37,2020,76,6276,2073,252263,0,27,0,725,0,23,0,968,0,28,0,792,0,354,0,14487,0,51,0,1677,0,81,0,3143,0,1660,0,54095,0,0,0,0,2,1742,37,50814,4,522,156,19383,3,756,133,23108,1,522,19,17288,11,15555,384,344737,3,730,57,25894,0,78,26,6303,1,543,55,18535
seg,2020-09-14,38,2020,10,6286,1734,253997,1,28,23,748,2,25,41,1009,1,29,42,834,15,369,493,14980,0,51,44,1721,3,84,99,3242,37,1697,1220,55315,0,0,0,0,3,1745,106,50920,10,532,50,19433,0,756,6,23114,1,523,6,17294,11,15566,364,345101,0,730,32,25926,0,78,15,6318,2,545,94,18629
ter,2020-09-15,38,2020,42,6328,1609,255606,0,28,25,773,0,25,0,1009,0,29,1,835,0,369,117,15097,1,52,7,1728,0,84,32,3274,11,1708,259,55574,0,0,0,0,31,1776,525,51445,8,540,130,19563,19,775,155,23269,8,531,183,17477,85,15651,2044,347145,12,742,357,26283,3,81,67,6385,5,550,147,18776
qua,2020-09-16,38,2020,91,6419,2989,258595,0,28,21,794,3,28,19,1028,0,29,0,835,15,384,287,15384,0,52,26,1754,0,84,72,3346,15,1723,512,56086,0,0,0,0,15,1791,578,52023,2,542,156,19719,5,780,188,23457,3,534,218,17695,98,15749,1989,349134,7,749,565,26848,0,81,80,6465,3,553,119,18895
qui,2020-09-17,38,2020,81,6500,3406,262001,0,28,0,794,0,28,0,1028,0,29,0,835,0,384,0,15384,0,52,0,1754,0,84,0,3346,0,1723,0,56086,0,0,0,0,16,1807,385,52408,8,550,153,19872,10,790,318,23775,3,537,138,17833,65,15814,1905,351039,3,752,379,27227,1,82,98,6563,0,553,254,19149
sex,2020-09-18,38,2020,74,6574,3184,265185,0,28,52,846,0,28,38,1066,0,29,38,873,9,393,655,16039,0,52,28,1782,2,86,91,3437,36,1759,1106,57192,0,0,0,0,15,1822,349,52757,2,552,303,20175,7,797,395,24170,2,539,119,17952,68,15882,2005,353044,5,757,525,27752,1,83,65,6628,5,558,194,19343
sáb,2020-09-19,38,2020,82,6656,2824,268009,0,28,0,846,0,28,0,1066,0,29,0,873,0,393,0,16039,0,52,0,1782,0,86,0,3437,0,1759,0,57192,0,0,0,0,18,1840,461,53218,7,559,208,20383,8,805,212,24382,3,542,130,18082,86,15968,1794,354838,6,763,350,28102,1,84,66,6694,1,559,273,19616
dom,2020-09-20,38,2020,58,6714,2044,270053,0,28,0,846,0,28,0,1066,0,29,0,873,0,393,0,16039,0,52,0,1782,0,86,0,3437,0,1759,0,57192,0,0,0,0,2,1842,216,53434,2,561,127,20510,0,805,199,24581,1,543,84,18166,7,15975,421,355259,0,763,212,28314,0,84,46,6740,0,559,57,19673
seg,2020-09-21,39,2020,13,6727,1141,271194,0,28,36,882,0,28,32,1098,4,33,39,912,18,411,660,16699,0,52,40,1822,0,86,119,3556,24,1783,771,57963,0,0,0,0,1,1843,86,53520,7,568,66,20576,1,806,4,24585,0,543,71,18237,6,15981,317,355576,2,765,118,28432,0,84,29,6769,2,561,32,19705
ter,2020-09-22,39,2020,37,6764,2039,273233,0,28,0,882,0,28,0,1098,0,33,0,912,0,411,0,16699,0,52,0,1822,0,86,0,3556,0,1783,0,57963,0,0,0,0,28,1871,515,54035,6,574,155,20731,13,819,367,24952,2,545,187,18424,73,16054,1964,357540,19,784,241,28673,1,85,58,6827,3,564,198,19903
qua,2020-09-23,39,2020,133,6897,3081,276314,1,29,59,941,3,31,26,1124,0,33,31,943,25,436,412,17111,0,52,70,1892,2,88,69,3625,23,1806,277,58240,0,0,0,0,16,1887,387,54422,6,580,206,20937,6,825,226,25178,1,546,123,18547,90,16144,1516,359056,11,795,257,28930,2,87,62,6889,4,568,222,20125
qui,2020-09-24,39,2020,86,6983,2587,278901,0,29,21,962,0,31,27,1151,0,33,14,957,4,440,223,17334,0,52,43,1935,0,88,80,3705,27,1833,185,58425,0,0,0,0,20,1907,423,54845,3,583,192,21129,9,834,241,25419,2,548,110,18657,50,16194,1801,360857,6,801,189,29119,1,88,94,6983,0,568,134,20259
sex,2020-09-25,39,2020,73,7056,4578,283479,2,31,18,980,2,33,15,1166,0,33,11,968,7,447,246,17580,0,52,21,1956,2,90,32,3737,14,1847,1648,60073,0,0,0,0,6,1913,299,55144,1,584,267,21396,6,840,292,25711,2,550,163,18820,35,16229,1550,362407,25,826,371,29490,2,90,68,7051,7,575,125,20384
sáb,2020-09-26,39,2020,125,7181,2871,286350,0,31,0,980,0,33,0,1166,0,33,0,968,0,447,0,17580,0,52,0,1956,0,90,0,3737,0,1847,0,60073,0,0,0,0,17,1930,449,55593,2,586,230,21626,5,845,201,25912,3,553,92,18912,60,16289,1418,363825,10,836,289,29779,0,90,40,7091,4,579,218,20602
dom,2020-09-27,39,2020,47,7228,2269,288619,0,31,0,980,0,33,0,1166,0,33,0,968,0,447,0,17580,0,52,0,1956,0,90,0,3737,0,1847,0,60073,0,0,0,0,1,1931,31,55624,7,593,143,21769,1,846,136,26048,0,553,7,18919,16,16305,142,363967,1,837,188,29967,0,90,19,7110,0,579,73,20675
seg,2020-09-28,40,2020,12,7240,1518,290137,0,31,56,1036,0,33,30,1196,3,36,29,997,12,459,609,18189,4,56,50,2006,5,95,79,3816,45,1892,981,61054,0,0,0,0,1,1932,37,55661,4,597,74,21843,0,846,6,26054,0,553,26,18945,3,16308,215,364182,-1,836,30,29997,0,90,9,7119,1,580,18,20693
ter,2020-09-29,40,2020,19,7259,2154,292291,0,31,0,1036,0,33,0,1196,0,36,5,1002,3,462,117,18306,0,56,3,2009,0,95,46,3862,-5,1887,245,61299,0,0,0,0,19,1951,398,56059,6,603,191,22034,15,861,315,26369,8,561,87,19032,84,16392,1722,365904,7,843,261,30258,0,90,99,7218,5,585,153,20846
qua,2020-09-30,40,2020,101,7360,2878,295169,1,32,0,1036,0,33,10,1206,0,36,12,1014,10,472,215,18521,0,56,45,2054,1,96,34,3896,20,1907,524,61823,0,0,0,0,8,1959,306,56365,0,603,117,22151,16,877,417,26786,5,566,106,19138,84,16476,1550,367454,5,848,290,30548,0,90,70,7288,4,589,195,21041
qui,2020-10-01,40,2020,76,7436,3438,298607,0,32,112,1148,1,34,29,1235,0,36,20,1034,5,477,349,18870,1,57,22,2076,2,98,51,3947,19,1926,330,62153,0,0,0,0,9,1968,276,56641,5,608,297,22448,14,891,371,27157,1,567,122,19260,83,16559,1387,368841,2,850,341,30889,0,90,131,7419,2,591,141,21182
sex,2020-10-02,40,2020,66,7502,3475,302082,1,33,24,1172,2,36,11,1246,0,36,5,1039,10,487,207,19077,3,60,32,2108,1,99,38,3985,19,1945,1123,63276,0,0,0,0,7,1975,274,56915,4,612,210,22658,3,894,352,27509,2,569,131,19391,58,16617,1173,370014,3,853,236,31125,0,90,70,7489,1,592,81,21263
sáb,2020-10-03,40,2020,67,7569,3445,305527,0,33,0,1172,0,36,0,1246,0,36,0,1039,0,487,0,19077,0,60,0,2108,0,99,0,3985,0,1945,0,63276,0,0,0,0,7,1982,249,57164,5,617,211,22869,13,907,200,27709,1,570,83,19474,62,16679,1464,371478,3,856,283,31408,1,91,78,7567,3,595,173,21436
dom,2020-10-04,40,2020,74,7643,1672,307199,0,33,0,1172,0,36,0,1246,0,36,0,1039,0,487,0,19077,0,60,0,2108,0,99,0,3985,0,1945,0,63276,0,0,0,0,0,1982,0,57164,0,617,0,22869,0,907,0,27709,0,570,0,19474,0,16679,0,371478,0,856,0,31408,0,91,0,7567,0,595,0,21436
seg,2020-10-05,41,2020,13,7656,1267,308466,5,38,26,1198,0,36,47,1293,2,38,35,1074,17,504,516,19593,1,61,37,2145,2,101,85,4070,26,1971,945,64221,0,0,0,0,0,1982,0,57164,0,617,0,22869,0,907,0,27709,0,570,0,19474,0,16679,0,371478,0,856,0,31408,0,91,0,7567,0,595,0,21436
ter,2020-10-06,41,2020,48,7704,1658,310124,0,38,0,1198,0,36,0,1293,0,38,0,1074,0,504,0,19593,0,61,0,2145,0,101,0,4070,0,1971,0,64221,0,0,0,0,14,1996,461,57625,14,631,214,23083,23,930,272,27981,3,573,121,19595,95,16774,1691,373169,7,863,379,31787,2,93,79,7646,9,604,229,21665
qua,2020-10-07,41,2020,107,7811,2908,313032,2,40,141,1339,2,38,14,1307,0,38,41,1115,18,522,529,20122,1,62,26,2171,3,104,70,4140,23,1994,543,64764,0,0,0,0,0,1996,0,57625,0,631,0,23083,0,930,0,27981,0,573,0,19595,0,16774,0,373169,0,863,0,31787,0,93,0,7646,0,604,0,21665
qui,2020-10-08,41,2020,86,7897,2009,315041,0,40,0,1339,0,38,17,1324,0,38,6,1121,7,529,191,20313,1,63,19,2190,0,104,44,4184,24,2018,171,64935,0,0,0,0,60,2056,932,58557,7,638,371,23454,9,939,565,28546,2,575,263,19858,113,16887,2484,375653,13,876,346,32133,2,95,204,7850,5,609,386,22051
sex,2020-10-09,41,2020,95,7992,3049,318090,0,40,0,1339,0,38,8,1332,0,38,4,1125,9,538,159,20472,2,65,50,2240,1,105,39,4223,11,2029,647,65582,0,0,0,0,30,2086,320,58877,5,643,164,23618,3,942,217,28763,3,578,90,19948,55,16942,1179,376832,0,876,256,32389,1,96,71,7921,4,613,131,22182
sáb,2020-10-10,41,2020,69,8061,3050,321140,0,40,0,1339,0,38,0,1332,0,38,0,1125,0,538,0,20472,0,65,0,2240,0,105,0,4223,0,2029,0,65582,0,0,0,0,7,2093,459,59336,4,647,150,23768,10,952,187,28950,2,580,106,20054,41,16983,1619,378451,6,882,252,32641,1,97,53,7974,2,615,140,22322
dom,2020-10-11,41,2020,66,8127,1796,322936,0,40,0,1339,0,38,0,1332,0,38,0,1125,0,538,0,20472,0,65,0,2240,0,105,0,4223,0,2029,0,65582,0,0,0,0,0,2093,75,59411,2,649,205,23973,1,953,17,28967,0,580,35,20089,6,16989,744,379195,0,882,30,32671,0,97,57,8031,0,615,85,22407
seg,2020-10-12,42,2020,3,8130,1031,323967,0,40,178,1517,0,38,24,1356,2,40,38,1163,7,545,1002,21474,1,66,25,2265,6,111,75,4298,40,2069,643,66225,0,0,0,0,1,2094,34,59445,2,651,68,24041,0,953,9,28976,1,581,32,20121,6,16995,157,379352,0,882,14,32685,0,97,23,8054,2,617,34,22441
ter,2020-10-13,42,2020,15,8145,659,324626,0,40,0,1517,0,38,0,1356,0,40,0,1163,1,546,36,21510,0,66,5,2270,0,111,0,4298,0,2069,131,66356,0,0,0,0,0,2094,48,59493,3,654,11,24052,1,954,6,28982,0,581,20,20141,8,17003,226,379578,9,891,12,32697,1,98,9,8063,0,617,16,22457
qua,2020-10-14,42,2020,26,8171,1346,325972,0,40,78,1595,0,38,0,1356,0,40,6,1169,1,547,-121,21389,2,68,19,2289,1,112,20,4318,0,2069,206,66562,0,0,0,0,14,2108,448,59941,2,656,119,24171,12,966,85,29067,4,585,98,20239,65,17068,1270,380848,8,899,158,32855,4,102,124,8187,3,620,106,22563
qui,2020-10-15,42,2020,96,8267,2430,328402,0,40,0,1595,0,38,18,1374,0,40,24,1193,9,556,219,21608,0,68,4,2293,2,114,52,4370,15,2084,301,66863,0,0,0,0,5,2113,473,60414,3,659,132,24303,8,974,294,29361,4,589,94,20333,32,17100,1499,382347,2,901,146,33001,3,105,55,8242,4,624,73,22636
sex,2020-10-16,42,2020,78,8345,3031,331433,0,40,99,1694,0,38,12,1386,0,40,13,1206,8,564,287,21895,0,68,9,2302,0,114,29,4399,21,2105,365,67228,0,0,0,0,0,2113,0,60414,0,659,0,24303,0,974,0,29361,0,589,0,20333,0,17100,0,382347,0,901,0,33001,0,105,0,8242,0,624,0,22636
sáb,2020-10-17,42,2020,60,8405,2565,333998,0,40,0,1694,0,38,0,1386,0,40,0,1206,0,564,0,21895,0,68,0,2302,0,114,0,4399,0,2105,0,67228,0,0,0,0,23,2136,723,61137,10,669,363,24666,14,988,359,29720,3,592,219,20552,85,17185,2640,384987,2,903,327,33328,1,106,115,8357,6,630,174,22810
dom,2020-10-18,42,2020,41,8446,1685,335683,0,40,0,1694,0,38,0,1386,0,40,0,1206,0,564,0,21895,0,68,0,2302,0,114,0,4399,0,2105,0,67228,0,0,0,0,2,2138,24,61161,2,671,5,24671,3,991,32,29752,1,593,30,20582,9,17194,195,385182,0,903,51,33379,0,106,3,8360,1,631,37,22847
seg,2020-10-19,43,2020,7,8453,965,336648,0,40,0,1694,1,39,25,1411,0,40,33,1239,9,573,351,22246,1,69,56,2358,9,123,46,4445,22,2127,846,68074,0,0,0,0,0,2138,8,61169,3,674,5,24676,0,991,33,29785,0,593,1,20583,6,17200,97,385279,0,903,11,33390,1,107,3,8363,0,631,0,22847
ter,2020-10-20,43,2020,30,8483,1459,338107,0,40,38,1732,0,39,0,1411,0,40,8,1247,2,575,111,22357,0,69,16,2374,1,124,48,4493,5,2132,255,68329,0,0,0,0,8,2146,366,61535,3,677,47,24723,10,1001,143,29928,1,594,62,20645,57,17257,1157,386436,7,910,178,33568,5,112,93,8456,0,631,126,22973
qua,2020-10-21,43,2020,71,8554,2395,340502,6,46,0,1732,0,39,6,1417,0,40,18,1265,7,582,239,22596,1,70,18,2392,1,125,49,4542,16,2148,365,68694,0,0,0,0,12,2158,162,61697,1,678,185,24908,4,1005,198,30126,0,594,92,20737,38,17295,1039,387475,1,911,166,33734,2,114,31,8487,1,632,79,23052
qui,2020-10-22,43,2020,67,8621,2657,343159,0,46,111,1843,1,40,11,1428,0,40,7,1272,5,587,244,22840,0,70,22,2414,1,126,35,4577,16,2164,358,69052,0,0,0,0,11,2169,190,61887,2,680,105,25013,3,1008,100,30226,0,594,80,20817,30,17325,1122,388597,4,915,87,33821,0,114,48,8535,2,634,84,23136
sex,2020-10-23,43,2020,65,8686,2029,345188,0,46,0,1843,1,41,4,1432,0,40,6,1278,9,596,175,23015,0,70,34,2448,2,128,44,4621,11,2175,73,69125,0,0,0,0,4,2173,324,62211,3,683,118,25131,10,1018,209,30435,1,595,131,20948,31,17356,2022,390619,1,916,167,33988,0,114,115,8650,0,634,269,23405
sáb,2020-10-24,43,2020,46,8732,1818,347006,0,46,0,1843,0,41,0,1432,0,40,0,1278,0,596,0,23015,0,70,0,2448,0,128,0,4621,0,2175,0,69125,0,0,0,0,7,2180,325,62536,6,689,194,25325,4,1022,232,30667,2,597,111,21059,41,17397,1572,392191,3,919,177,34165,0,114,48,8698,2,636,138,23543
dom,2020-10-25,43,2020,38,8770,1798,348804,0,46,0,1843,0,41,0,1432,0,40,0,1278,0,596,0,23015,0,70,0,2448,0,128,0,4621,0,2175,0,69125,0,0,0,0,0,2180,93,62629,5,694,92,25417,3,1025,60,30727,0,597,44,21103,4,17401,678,392869,0,919,102,34267,0,114,41,8739,1,637,97,23640
seg,2020-10-26,44,2020,9,8779,708,349512,3,49,0,1843,1,42,15,1447,2,42,27,1305,10,606,306,23321,0,70,22,2470,1,129,54,4675,19,2194,775,69900,0,0,0,0,0,2180,22,62651,2,696,71,25488,0,1025,78,30805,1,598,4,21107,1,17402,286,393155,0,919,19,34286,0,114,6,8745,1,638,34,23674
ter,2020-10-27,44,2020,10,8789,1521,351033,0,49,58,1901,0,42,9,1456,0,42,6,1311,0,606,159,23480,0,70,4,2474,1,130,41,4716,-1,2193,402,70302,0,0,0,0,16,2196,380,63031,2,698,92,25580,4,1029,136,30941,0,598,46,21153,23,17425,1670,394825,1,920,115,34401,1,115,42,8787,1,639,50,23724
